Sample Name	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Kon A
Group	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1	Group 1
PC 36:5(PC)	1470878.3661	2463383.0857	3835219.0915	2659985.9805	3754966.3013	2751241.52	1312406.6238	875946.6614	1826710.9211	3667217.8973	6272238.1663	2741304.3818	3792449.9706	3536464.2445	3506705.1927	1970478.8371	1615872.6893	1883671.9472	24109.2207
PC 36:4(PC)	6268521.8103	12715733.5095	18425717.5572	9845599.4861	14201451.9805	9897539.7203	6171942.9621	3575807.5326	9171599.5244	16108371.9972	28140640.5596	13013475.8536	16038653.1645	13830554.3458	13306335.834	11406419.907	8660130.0808	9972762.1961	11377.9366
PC 36:3(PC)	8783717.3961	18088525.7515	26524356.857	10597618.7365	15604842.0966	11537729.6779	6041129.6673	3371250.1036	8739904.5109	22265258.0114	39635539.1091	19164666.8379	15086550.735	13464064.4416	12974723.0073	13773541.111	10585084.9221	12164907.7436	30657.387
PC 36:2(PC)	64748227.3359	131125239.3331	190732325.4685	69275980.9456	103747920.7715	76144573.0768	34623294.5156	19617004.4618	49350345.0319	124866732.2219	225102841.0693	106446534.3523	88213304.0279	80682295.1918	77589989.2007	85074784.697	63840535.122	76280685.0896	722752.6855
PC 36:1(PC)	20263220.5224	37796474.6562	55251141.6054	12361349.1112	16990428.8109	13388835.9761	21914493.1622	13218591.2331	31423379.6673	51444954.5487	89793273.4282	41040245.7771	17907896.9742	16404798.8167	15203660.3164	41985703.4823	31937370.4455	36237019.4781	373070.4111
PC 36:0(PC)	704712.2501	1300453.6074	1699911.437	1110951.903	1548124.1019	1136310.3981	602509.075	427437.4947	1012746.7426	1765662.0781	2885419.7488	1589895.5655	1220753.3938	1331541.0117	1190500.6261	1034247.7159	709924.3105	793069.3728	34106.474
PC O-38:6(PC)	1264501.9336	2567373.7653	3481833.5531	2485600.7825	3495973.4839	2259129.6825	991608.6225	567127.0448	1324072.3407	1983158.9555	3769567.9608	1644820.3471	3330809.6889	3047628.2043	2839104.7377	2094912.5873	1733993.3391	2030896.5987	26761.9633
PC O-38:5(PC)	1903345.6752	3963876.6939	5748895.5133	3931480.1451	5884125.2671	4044854.608	1493664.2859	734323.4041	2043778.6007	3750219.4056	6913603.7523	2965043.5903	5287768.8413	4703016.5485	4716691.6971	2896943.2498	2244633.7901	2537286.0764	37761.5527
PC O-38:4(PC)	1466467.0301	3079251.039	4334786.488	2011105.8715	2855121.1039	1998939.8505	1156153.8984	613593.4082	1588782.081	3129258.163	5924668.8438	2573544.3865	2602776.1898	2418826.6416	2312394.5055	2354967.8639	1753832.3177	2169822.1562	22887.4189
PC O-38:3(PC)	1226782.0556	2636890.6409	3544317.7285	1032002.2755	1614224.8417	1193338.5517	752927.7465	405816.3618	1144559.3162	2811352.8122	5212293.5748	2352347.0767	1402820.6483	1248163.4133	1231769.2263	1832342.4429	1442775.34	1777717.3482	26678.0501
PC O-38:2(PC)	2269027.4752	4542093.6912	6377562.8901	1990263.769	2894939.1516	2285645.6052	1245596.2547	786629.3637	1663109.9425	3366544.2912	5833571.4997	3064283.3294	2472616.7334	2190154.074	2234182.208	2732891.8143	2037979.3496	2341953.9887	207000
PC O-38:1(PC)	1173613.8625	2209007.8484	3015935.1207	1041056.1243	1540856.6917	1059855.5248	610357.8124	274371.3122	806291.5955	1733592.6558	3171442.1112	1432285.0887	1428244.4981	1033275.496	1095991.8178	1397702.5283	991374.8095	1054509.785	24455.9129
PC 38:7(PC)	710127.8286	1177573.0668	1975462.9258	824935.9102	1423613.8504	910844.9196	532067.2355	323384.6353	831960.5779	1774035.123	3122453.4488	1384761.3594	1162989.6149	1085741.7047	1172812.8651	1155595.4599	756098.9417	850737.1662	18785.0642
PC 38:6(PC)	2728778.0579	5594556.6754	8063717.4727	3330740.0198	5425448.5143	3199375.3065	2546039.5542	1641407.2929	3715462.3315	6235844.2051	11188580.645	4945228.6448	5299704.9037	4798165.4069	4807118.6914	5924981.7071	4398670.5892	4849613.4384	10114.402
PC 38:5(PC)	4747728.3815	9767123.7413	14235367.0466	6657185.266	9816424.4694	6703909.9485	4424834.1338	2431986.2957	6310111.3494	12441747.5438	21889115.5454	10317022.8147	9165371.8178	8711890.4323	9011220.4356	9109173.6052	6878510.3949	7534354.9111	22845.5802
PC 38:4(PC)	3843204.7975	7659519.5906	10922293.0015	2569108.537	3958685.2303	2703165.3233	4502582.1174	2611382.9856	6507479.1201	11319458.4689	20494419.1312	9639076.5707	4388490.314	3844535.0729	3731425.6587	8648041.0901	6781367.2306	7472408.3088	15933.3073
PC 38:3(PC)	3405605.837	6667250.4165	9854032.5358	1536541.8079	2135261.0828	1722399.547	2784302.277	1547774.3221	3848690.9816	9776107.2867	17804899.0607	8610162.467	2318580.9793	1875984.4833	1814239.4962	6960327.1042	5316996.4509	5949515.0621	58328.5698
PC 38:2(PC)	4149552.0104	8238472.8231	11437333.8455	3352399.6707	5624855.2251	3623006.3122	2406998.6381	1183677.5916	3236420.0265	7127131.8216	13475516.7247	6345937.1519	4958543.5626	4231536.6289	4041415.4884	5572601.3741	4178082.9671	4620957.3749	36377.4754
PC 38:1(PC)	1041121.0286	1715622.7632	2185726.5756	639535.9191	1024136.4987	519652.6593	640054.6318	416666.7279	924424.2373	1248260.7495	2180419.4565	1445601.7886	899732.2444	834186.6901	1003638.4086	1345558.2657	983412.0017	1166782.7163	122912.7144
PC 38:0(PC)	568923.8333	1007405.2141	1500939.2424	857329.6505	1385221.5708	908568.5194	570545.0216	265095.2889	663932.7286	1019925.4129	1891297.5964	828021.4569	1154331.6673	1093571.7277	1069600.5997	881166.2911	707286.4152	821025.2594	58607.8967
PC O-40:1(PC)	0	478584.3321	419231.5013	0	61894.3806	452703.4563	185181.1509	0	408690.6052	1061342.8259	1309740.0017	121529.4701	293140.6937	410390.7913	476116.381	444990.1336	462260.3539	204973.8246	0
PC 40:7(PC)	1501319.8852	3294890.1377	4611127.3597	1567230.6136	2429271.2626	1436127.8836	1321401.9847	661718.3808	1972475.7585	4576942.8846	8038011.438	3770878.1569	2342501.837	2167211.3006	2137959.7858	3222855.1677	2346446.2288	2874308.9182	0
PC 40:6(PC)	1496038.411	2912267.485	3958846.1194	1311277.1959	1791479.3517	1398743.1205	1515975.4325	898851.9866	2393370.0364	3768691.4418	6332229.7574	2997306.5631	1857325.0113	1713978.2279	1626734.1877	3505507.8861	2580046.0717	2839054.9252	23439.0403
PC 40:5(PC)	1394499.3876	2919502.0242	4030358.6121	931832.3216	1338294.189	1054298.5575	1621085.7959	1002602.5893	2287465.1477	3339515.3939	5965137.7557	2953062.3387	1314700.2904	1252177.263	1087301.726	2994583.8067	2196357.3596	2565681.6026	29058.2336
PC 40:4(PC)	802239.0049	1525663.0652	2135237.0078	289442.2699	447043.3772	305372.9911	764047.8667	505670.4936	1190334.896	2329517.7753	4278673.8556	2163809.5263	424494.3646	362166.721	396751.8642	1867457.6609	1322371.7448	1619917.7214	17215.7787
