Class,ChemicalSpecies,MolecularSpecies,LipidCategory,Mass,ChemicalFormula,AdductIon,ScanPolarity,IsobaricClass,PrecursorERRppm,Intensity:Kon A-s.mzXML,Intensity:Sample 1-s.mzXML,Intensity:Sample 2-s.mzXML,Intensity:Sample 3-s.mzXML,Intensity:Sample 4-s.mzXML,Intensity:Sample 5-s.mzXML,Intensity:Sample 6-s.mzXML,Intensity:Sample 7-s.mzXML,Intensity:Sample 8-s.mzXML,Intensity:Sample 9-s.mzXML,Intensity:Sample 10-s.mzXML,Intensity:Sample 11-s.mzXML,Intensity:Sample 12-s.mzXML,Intensity:Sample 13-s.mzXML,Intensity:Sample 14-s.mzXML,Intensity:Sample 15-s.mzXML,Intensity:Sample 16-s.mzXML,Intensity:Sample 17-s.mzXML,Intensity:Sample 18-s.mzXML,FattyAcidComposition,FattyAcidIntensity:Kon A-s.mzXML,FattyAcidIntensity:Sample 1-s.mzXML,FattyAcidIntensity:Sample 2-s.mzXML,FattyAcidIntensity:Sample 3-s.mzXML,FattyAcidIntensity:Sample 4-s.mzXML,FattyAcidIntensity:Sample 5-s.mzXML,FattyAcidIntensity:Sample 6-s.mzXML,FattyAcidIntensity:Sample 7-s.mzXML,FattyAcidIntensity:Sample 8-s.mzXML,FattyAcidIntensity:Sample 9-s.mzXML,FattyAcidIntensity:Sample 10-s.mzXML,FattyAcidIntensity:Sample 11-s.mzXML,FattyAcidIntensity:Sample 12-s.mzXML,FattyAcidIntensity:Sample 13-s.mzXML,FattyAcidIntensity:Sample 14-s.mzXML,FattyAcidIntensity:Sample 15-s.mzXML,FattyAcidIntensity:Sample 16-s.mzXML,FattyAcidIntensity:Sample 17-s.mzXML,FattyAcidIntensity:Sample 18-s.mzXML,FragmentAIdentifier,FragmentAERRppm,FragmentAIntensity:Kon A-s.mzXML,FragmentAIntensity:Sample 1-s.mzXML,FragmentAIntensity:Sample 2-s.mzXML,FragmentAIntensity:Sample 3-s.mzXML,FragmentAIntensity:Sample 4-s.mzXML,FragmentAIntensity:Sample 5-s.mzXML,FragmentAIntensity:Sample 6-s.mzXML,FragmentAIntensity:Sample 7-s.mzXML,FragmentAIntensity:Sample 8-s.mzXML,FragmentAIntensity:Sample 9-s.mzXML,FragmentAIntensity:Sample 10-s.mzXML,FragmentAIntensity:Sample 11-s.mzXML,FragmentAIntensity:Sample 12-s.mzXML,FragmentAIntensity:Sample 13-s.mzXML,FragmentAIntensity:Sample 14-s.mzXML,FragmentAIntensity:Sample 15-s.mzXML,FragmentAIntensity:Sample 16-s.mzXML,FragmentAIntensity:Sample 17-s.mzXML,FragmentAIntensity:Sample 18-s.mzXML,FragmentBIdentifier,FragmentBERRppm,FragmentBIntensity:Kon A-s.mzXML,FragmentBIntensity:Sample 1-s.mzXML,FragmentBIntensity:Sample 2-s.mzXML,FragmentBIntensity:Sample 3-s.mzXML,FragmentBIntensity:Sample 4-s.mzXML,FragmentBIntensity:Sample 5-s.mzXML,FragmentBIntensity:Sample 6-s.mzXML,FragmentBIntensity:Sample 7-s.mzXML,FragmentBIntensity:Sample 8-s.mzXML,FragmentBIntensity:Sample 9-s.mzXML,FragmentBIntensity:Sample 10-s.mzXML,FragmentBIntensity:Sample 11-s.mzXML,FragmentBIntensity:Sample 12-s.mzXML,FragmentBIntensity:Sample 13-s.mzXML,FragmentBIntensity:Sample 14-s.mzXML,FragmentBIntensity:Sample 15-s.mzXML,FragmentBIntensity:Sample 16-s.mzXML,FragmentBIntensity:Sample 17-s.mzXML,FragmentBIntensity:Sample 18-s.mzXML,FragmentCIdentifier,FragmentCERRppm,FragmentCIntensity:Kon A-s.mzXML,FragmentCIntensity:Sample 1-s.mzXML,FragmentCIntensity:Sample 2-s.mzXML,FragmentCIntensity:Sample 3-s.mzXML,FragmentCIntensity:Sample 4-s.mzXML,FragmentCIntensity:Sample 5-s.mzXML,FragmentCIntensity:Sample 6-s.mzXML,FragmentCIntensity:Sample 7-s.mzXML,FragmentCIntensity:Sample 8-s.mzXML,FragmentCIntensity:Sample 9-s.mzXML,FragmentCIntensity:Sample 10-s.mzXML,FragmentCIntensity:Sample 11-s.mzXML,FragmentCIntensity:Sample 12-s.mzXML,FragmentCIntensity:Sample 13-s.mzXML,FragmentCIntensity:Sample 14-s.mzXML,FragmentCIntensity:Sample 15-s.mzXML,FragmentCIntensity:Sample 16-s.mzXML,FragmentCIntensity:Sample 17-s.mzXML,FragmentCIntensity:Sample 18-s.mzXML
DG,DG 30:1,DG 14:0_16:1,Glycerolipid,556.4928613,H66 C33 O5 N1 ,[M+H]+,positive,,-1.24,28274.8,68797.6,72845.4,98367.9,130958.1,149889.5,93717.2,45543.6,46655.3,55331.5,97861.1,182472.7,50617.5,123823,125277.6,156505,75161.2,54373,87361.4, 14:0_16:1,3086.3,22115.1,38002.3,42017.3,58266.8,66292.5,57734.9,9269.9,14687.8,21062.7,32103.8,63447.3,22027.1,45914.9,58270.9,53957.8,29217.2,21365,18005, 14:0,-0.21,0,9101.5,16252,17581.6,28315.9,30585.7,26293.3,3491.5,4514.7,7854.5,13096,23989.3,8436.3,20861.6,27840.5,23687.2,11240.1,6640,5903.8, 16:1,0.06,3086.3,13013.6,21750.3,24435.8,29950.9,35706.8,31441.7,5778.4,10173.2,13208.2,19007.8,39458,13590.8,25053.3,30430.4,30270.5,17977,14725,12101.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 30:1,DG 14:1_16:0,Glycerolipid,556.4928613,H66 C33 O5 N1 ,[M+H]+,positive,,-1.24,28274.8,68797.6,72845.4,98367.9,130958.1,149889.5,93717.2,45543.6,46655.3,55331.5,97861.1,182472.7,50617.5,123823,125277.6,156505,75161.2,54373,87361.4, 14:1_16:0,0,4694.3,10970.6,10963.9,12943.5,16779.2,13215.6,0,3342.5,4480.6,5485.2,14768,3980.5,13030.7,13382.3,12744.3,4276,4703.1,2943.2, 14:1,-0.22,0,4694.3,7512.6,7573.1,8457.3,12287.3,9441.3,0,3342.5,4480.6,5485.2,10246.8,3980.5,9501.4,8758.5,9162.2,4276,4703.1,2943.2, 16:0,0.31,0,0,3458,3390.9,4486.2,4492,3774.3,0,0,0,0,4521.2,0,3529.3,4623.8,3582.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 30:1,DG 12:0_18:1,Glycerolipid,556.4928613,H66 C33 O5 N1 ,[M+H]+,positive,,-1.24,28274.8,68797.6,72845.4,98367.9,130958.1,149889.5,93717.2,45543.6,46655.3,55331.5,97861.1,182472.7,50617.5,123823,125277.6,156505,75161.2,54373,87361.4, 12:0_18:1,0,0,0,2452.3,3284.4,4795.2,4450,0,0,0,2245.3,3278.4,0,0,2768.9,0,0,0,0, 12:0,0.15,0,0,0,0,3284.4,2384,2172.7,0,0,0,2245.3,0,0,0,0,0,0,0,0, 18:1,-0.21,0,0,0,2452.3,0,2411.2,2277.3,0,0,0,0,3278.4,0,0,2768.9,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 30:0,DG 15:0_15:0,Glycerolipid,558.5084317,H68 C33 O5 N1 ,[M+H]+,positive,,-1.37,58591.1,210950,176055.9,198038.5,271611.9,320931.9,192745.5,126353.1,207160.8,202232.1,168075.7,305492.5,131794.7,248981.9,261204.3,319299.7,201543.6,159394.1,211722.6, 15:0_15:0,0,5170.8,4977.8,4161.7,4774.2,8916.2,4047.4,0,5173.7,5240.1,2521.2,3055.2,2866.9,3681.6,3660.8,4418.4,4394.3,3206.1,0, 15:0,-0.4,0,5170.8,4977.8,4161.7,4774.2,8916.2,4047.4,0,5173.7,5240.1,2521.2,3055.2,2866.9,3681.6,3660.8,4418.4,4394.3,3206.1,0, 15:0,-0.4,0,5170.8,4977.8,4161.7,4774.2,8916.2,4047.4,0,5173.7,5240.1,2521.2,3055.2,2866.9,3681.6,3660.8,4418.4,4394.3,3206.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 30:0,DG 14:0_16:0,Glycerolipid,558.5084317,H68 C33 O5 N1 ,[M+H]+,positive,,-1.37,58591.1,210950,176055.9,198038.5,271611.9,320931.9,192745.5,126353.1,207160.8,202232.1,168075.7,305492.5,131794.7,248981.9,261204.3,319299.7,201543.6,159394.1,211722.6, 14:0_16:0,12492.7,62174.9,81371.5,102631.9,121342.2,156126.1,103617,30002.5,42922.9,62007,57098.3,104469.5,53456.2,94580.2,104369.9,106816,76721.7,60221,40414.4, 14:0,-0.25,6027.1,30619,38807.8,52348.9,57916.7,78558.4,53193.7,14462.5,21835,29678.9,27370.8,51517,26106.9,46684.6,52866.5,55708.6,38406,30213.1,22722.7, 16:0,-0.01,6465.7,31555.9,42563.7,50283,63425.6,77567.7,50423.3,15540,21087.9,32328,29727.5,52952.5,27349.3,47895.5,51503.5,51107.4,38315.8,30007.9,17691.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 30:0,DG 12:0_18:0,Glycerolipid,558.5084317,H68 C33 O5 N1 ,[M+H]+,positive,,-1.37,58591.1,210950,176055.9,198038.5,271611.9,320931.9,192745.5,126353.1,207160.8,202232.1,168075.7,305492.5,131794.7,248981.9,261204.3,319299.7,201543.6,159394.1,211722.6, 12:0_18:0,0,0,0,0,0,0,0,0,2494.5,1848,0,0,0,0,0,0,2100.5,0,0, 12:0,-0.08,0,0,0,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0, 18:0,-1.3,0,0,0,0,0,0,0,0,2494.5,0,0,0,0,0,0,0,2100.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 31:1,DG 15:0_16:1,Glycerolipid,570.5088718,H68 C34 O5 N1 ,[M+H]+,positive,,-0.57,60847.3,65539.8,87145.6,71081.7,58157.5,88695,73735.8,64390.7,78666.7,106841.3,70609.6,112797.7,41965.4,83877.4,109578.8,94323.2,93852.8,68959.4,53574.2, 15:0_16:1,3286.4,17519.3,33450.2,35074.5,53193.7,63659.4,48523.5,0,9804.1,11464.2,16813,28583.4,12846.9,34186.5,48104.8,44074.8,14041.4,13515.7,10406.1, 15:0,-0.52,0,12381.5,24213.2,26672.7,45657.4,50536.5,40306.5,0,3384.2,5988.9,10716.5,19586,7617.2,27320.3,38697,36712.8,6871.8,5254.1,5413.6, 16:1,-0.19,3286.4,5137.8,9237,8401.8,7536.3,13122.9,8217,0,6419.8,5475.3,6096.4,8997.4,5229.6,6866.2,9407.8,7362,7169.6,8261.6,4992.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 31:1,DG 15:1_16:0,Glycerolipid,570.5088718,H68 C34 O5 N1 ,[M+H]+,positive,,-0.57,60847.3,65539.8,87145.6,71081.7,58157.5,88695,73735.8,64390.7,78666.7,106841.3,70609.6,112797.7,41965.4,83877.4,109578.8,94323.2,93852.8,68959.4,53574.2, 15:1_16:0,2453.3,7841.2,10693.7,11685.3,16778.9,24209.4,23659.8,2133.6,3865.4,8127.5,4697.5,11629.1,4888.8,14136.6,18638.2,20442.6,9006.5,4854.2,6943.8, 15:1,-0.38,2453.3,4805,8180.9,9631.6,16778.9,21241.2,21631.2,2133.6,3865.4,4890.6,4697.5,8325.9,4888.8,14136.6,18638.2,17462.6,5968.5,4854.2,4751.8, 16:0,-0.72,0,3036.2,2512.8,2053.8,0,2968.2,2028.6,0,0,3236.9,0,3303.2,0,0,0,2980,3038,0,2192,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 31:1,DG 14:0_17:1,Glycerolipid,570.5088718,H68 C34 O5 N1 ,[M+H]+,positive,,-0.57,60847.3,65539.8,87145.6,71081.7,58157.5,88695,73735.8,64390.7,78666.7,106841.3,70609.6,112797.7,41965.4,83877.4,109578.8,94323.2,93852.8,68959.4,53574.2, 14:0_17:1,0,3467.2,4663.4,6205,13923.2,17048.3,11576.7,0,0,0,3431.5,8477.3,4024.5,8007.7,11863.5,8830.5,2415,0,0, 14:0,-0.32,0,0,0,2008.2,3438.4,2989.3,0,0,0,0,0,3023,0,0,2520.1,0,0,0,0, 17:1,-0.27,0,3467.2,4663.4,4196.8,10484.8,14059,11576.7,0,0,0,3431.5,5454.2,4024.5,8007.7,9343.5,8830.5,2415,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 31:0,DG 15:0_16:0,Glycerolipid,572.5245482,H70 C34 O5 N1 ,[M+H]+,positive,,-0.53,79588.2,202377.2,126340.8,106010,95138.9,211675.2,123466.8,92792,246024.7,239217.8,101236.6,155660.4,85489.7,127397.5,131395.8,132491.9,136466.5,149832.1,98248.8, 15:0_16:0,7926.6,47138.6,69931.3,82278.8,114866.7,177296.3,158841.4,13598.9,30340.2,31174.3,29132.6,54410,32331.2,113361.9,120905.6,105831.2,39719.3,31358.2,21897.9, 15:0,-0.44,4475.2,36491.2,58076.9,69709.1,104606.7,160996.5,144818,8525.5,17001.7,19508.5,21722.4,43344.1,23812.4,102007.2,108379.4,94094.1,27508.8,20730.1,15984, 16:0,-0.22,3451.5,10647.5,11854.4,12569.7,10260,16299.9,14023.4,5073.3,13338.5,11665.8,7410.3,11065.9,8518.8,11354.7,12526.2,11737.1,12210.5,10628.1,5913.8,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 31:0,DG 14:0_17:0,Glycerolipid,572.5245482,H70 C34 O5 N1 ,[M+H]+,positive,,-0.53,79588.2,202377.2,126340.8,106010,95138.9,211675.2,123466.8,92792,246024.7,239217.8,101236.6,155660.4,85489.7,127397.5,131395.8,132491.9,136466.5,149832.1,98248.8, 14:0_17:0,0,3765.1,6219,5820.7,7039.7,10748,9151.3,0,2924.5,7128.8,1905.4,3767,0,4687.3,8012.6,8305.7,7319,0,0, 14:0,-0.44,0,0,2655.8,2533.6,2211.3,2996.7,2305.4,0,0,3161.1,0,0,0,0,2360.6,3331.1,3123.8,0,0, 17:0,-0.48,0,3765.1,3563.2,3287.1,4828.5,7751.3,6845.9,0,2924.5,3967.7,1905.4,3767,0,4687.3,5652,4974.6,4195.2,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:4,DG 15:2_17:2,Glycerolipid,578.4767705,H64 C35 O5 N1 ,[M+H]+,positive,,-1.95,42602.8,51316.9,34696.8,39662.6,23496.4,30546.4,53158.5,45162.6,30527.4,38403.8,56199.2,53410.3,18170.2,22673.8,36551.3,41644.9,34825.9,42900.5,29531.4, 15:2_17:2,0,7996,8764.3,0,9043.3,0,3833.4,7106.5,0,9181.7,3934.8,7043.5,7767.7,0,2854.8,5448.5,3601.4,6037,0, 15:2,-5.65,0,5469,6027,0,5040.1,0,3833.4,4736.7,0,5702.1,3934.8,4849.3,5076.2,0,2854.8,5448.5,3601.4,3394.1,0, 17:2,-7.86,0,2527,2737.2,0,4003.2,0,0,2369.8,0,3479.6,0,2194.1,2691.5,0,0,0,0,2642.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:3,DG 16:1_16:2,Glycerolipid,580.4930701,H66 C35 O5 N1 ,[M+H]+,positive,,-0.83,139622.9,159633.3,81316.4,167708.4,67840.3,111462.1,124933.8,69382.5,52862.2,64818.7,212963.4,78060.8,73455.8,49420.4,46176.5,150053.7,60123.3,61657.6,90467.5, 16:1_16:2,0,0,0,0,0,0,0,0,0,0,3818.5,12556.4,3849.2,0,0,0,1934.5,0,2539, 16:1,-0.76,0,0,0,0,0,0,0,0,0,0,0,2755.1,0,0,0,0,0,0,0, 16:2,-0.5,0,0,0,0,0,0,0,0,0,0,3818.5,9801.3,3849.2,0,0,0,1934.5,0,2539,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:2,DG 16:0_16:2,Glycerolipid,582.5089135,H68 C35 O5 N1 ,[M+H]+,positive,,-0.49,29643.9,102415.8,136203.1,185219.7,132015.5,175575.8,136902.4,72800.4,67268.4,93397.2,215855.4,394862.5,81326.3,143940.4,179228.2,167278.5,91272.6,102411.6,108132.5, 16:0_16:2,0,4138.4,8727.6,12176.7,5683.8,6393,5221.5,4468.6,4467,12170.4,17586.7,36404.1,13495.6,7072.1,6081.3,5086.1,11548.2,8697.3,7560.6, 16:0,-0.49,0,0,0,3054.2,0,0,0,0,0,2198.3,3084.3,5983.4,2911.3,0,0,0,2381.1,0,0, 16:2,-0.35,0,4138.4,8727.6,9122.5,5683.8,6393,5221.5,4468.6,4467,9972.1,14502.3,30420.7,10584.3,7072.1,6081.3,5086.1,9167.1,8697.3,7560.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:2,DG 16:1_16:1,Glycerolipid,582.5089135,H68 C35 O5 N1 ,[M+H]+,positive,,-0.49,29643.9,102415.8,136203.1,185219.7,132015.5,175575.8,136902.4,72800.4,67268.4,93397.2,215855.4,394862.5,81326.3,143940.4,179228.2,167278.5,91272.6,102411.6,108132.5, 16:1_16:1,6459.1,42555.3,76511.7,88744.2,63071.9,86674.4,65055.8,15497.3,24046.7,31423.6,70553.6,155966.4,47608.7,76883.8,75076.6,65849.1,35951.6,35021.3,29453.4, 16:1,-0.21,6459.1,42555.3,76511.7,88744.2,63071.9,86674.4,65055.8,15497.3,24046.7,31423.6,70553.6,155966.4,47608.7,76883.8,75076.6,65849.1,35951.6,35021.3,29453.4, 16:1,-0.21,6459.1,42555.3,76511.7,88744.2,63071.9,86674.4,65055.8,15497.3,24046.7,31423.6,70553.6,155966.4,47608.7,76883.8,75076.6,65849.1,35951.6,35021.3,29453.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:2,DG 14:0_18:2,Glycerolipid,582.5089135,H68 C35 O5 N1 ,[M+H]+,positive,,-0.49,29643.9,102415.8,136203.1,185219.7,132015.5,175575.8,136902.4,72800.4,67268.4,93397.2,215855.4,394862.5,81326.3,143940.4,179228.2,167278.5,91272.6,102411.6,108132.5, 14:0_18:2,0,3813.8,5158.7,4426,4493.9,5516.8,8167.3,0,0,0,5602.1,13985,3859.9,9997.2,6147.5,9227.4,3606.6,3894.3,0, 14:0,-0.75,0,0,0,0,0,0,3429.2,0,0,0,0,5230.2,0,3725.7,0,3423.7,0,0,0, 18:2,-0.05,0,3813.8,5158.7,4426,4493.9,5516.8,4738.1,0,0,0,5602.1,8754.8,3859.9,6271.5,6147.5,5803.7,3606.6,3894.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:2,DG 14:1_18:1,Glycerolipid,582.5089135,H68 C35 O5 N1 ,[M+H]+,positive,,-0.49,29643.9,102415.8,136203.1,185219.7,132015.5,175575.8,136902.4,72800.4,67268.4,93397.2,215855.4,394862.5,81326.3,143940.4,179228.2,167278.5,91272.6,102411.6,108132.5, 14:1_18:1,0,2967.6,7370.6,7034.8,3436.2,8433.9,7948.3,0,0,2348.6,0,9096,2945.5,2889.9,3054.8,2588.2,2521.3,0,0, 14:1,-0.29,0,2967.6,4252.2,4356,3436.2,4725.5,4917,0,0,2348.6,0,4741.9,2945.5,0,3054.8,0,2521.3,0,0, 18:1,0.02,0,0,3118.4,2678.8,0,3708.5,3031.3,0,0,0,0,4354.1,0,2889.9,0,2588.2,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:1,DG 16:0_16:1,Glycerolipid,584.5242494,H70 C35 O5 N1 ,[M+H]+,positive,,-1.03,48433.9,464456.4,682274,1003002.4,938440.8,1047435.2,806610.1,275777,245060.1,406127.5,808909.9,1324993.9,313736.2,967850.9,1244622.1,1174667.2,393811.4,396655,499993.5, 16:0_16:1,11428.5,210848.4,380979.1,509539.5,481998,481099.1,387599.5,79126.6,106197.4,186384.7,304215.3,580446,196352.9,521502.8,417420.5,422639.8,183604.6,177708.7,158644.4, 16:0,-0.21,2847.2,96485.4,168488.9,223613.6,235835.6,228989.9,189767.8,32050.6,43599.9,73779.4,124906.2,240566.5,80530.7,250327.6,205403.5,204878.1,77453.7,69764.1,58861, 16:1,-0.25,8581.3,114363,212490.2,285925.9,246162.4,252109.2,197831.7,47076.1,62597.6,112605.3,179309.1,339879.5,115822.2,271175.1,212017.1,217761.7,106150.9,107944.6,99783.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:1,DG 15:0_17:1,Glycerolipid,584.5242494,H70 C35 O5 N1 ,[M+H]+,positive,,-1.03,48433.9,464456.4,682274,1003002.4,938440.8,1047435.2,806610.1,275777,245060.1,406127.5,808909.9,1324993.9,313736.2,967850.9,1244622.1,1174667.2,393811.4,396655,499993.5, 15:0_17:1,0,0,6044.6,2733,2818,8462.5,6367.5,0,0,4366.6,0,0,0,6536.4,0,0,0,0,0, 15:0,0.2,0,0,2609.9,0,0,4250.8,2677.5,0,0,2072.7,0,0,0,3393.2,0,0,0,0,0, 17:1,0.22,0,0,3434.6,2733,2818,4211.7,3690.1,0,0,2293.9,0,0,0,3143.3,0,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:1,DG 14:0_18:1,Glycerolipid,584.5242494,H70 C35 O5 N1 ,[M+H]+,positive,,-1.03,48433.9,464456.4,682274,1003002.4,938440.8,1047435.2,806610.1,275777,245060.1,406127.5,808909.9,1324993.9,313736.2,967850.9,1244622.1,1174667.2,393811.4,396655,499993.5, 14:0_18:1,2477.8,44292.4,90840.1,107207.9,141289.5,143887.6,111586.1,19194,22240.4,42665.2,74407.8,145453.7,50395.1,131918,103570.5,105711.8,49029.7,46799.3,42276.7, 14:0,0.04,0,21506.8,43367.4,49319.9,63734.1,66483.7,48130.7,9233,10110.7,19266.3,34128.9,66354.5,23393.7,61576.7,46089,48760,22034.9,21500.3,19844.3, 18:1,-0.03,2477.8,22785.7,47472.7,57888,77555.5,77403.9,63455.3,9961,12129.7,23398.9,40279,79099.2,27001.4,70341.3,57481.5,56951.8,26994.8,25298.9,22432.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:0,DG 16:0_16:0,Glycerolipid,586.5397684,H72 C35 O5 N1 ,[M+H]+,positive,,-1.25,265835,667445.3,629025.2,620385.8,647495.2,636073.2,575631.4,584822.3,617056.6,762032.5,532470.1,1281775.2,475461,611647.9,755741.3,898240.5,587787.7,524816.6,496683.8, 16:0_16:0,38528.8,126640.9,198959.2,248186.9,182380.8,224140.7,216242.8,66009.9,144948.7,223001.3,130895.3,374355.4,173165.4,238939.8,191274.8,209611,170129.9,125151.3,103725, 16:0,-0.24,38528.8,126640.9,198959.2,248186.9,182380.8,224140.7,216242.8,66009.9,144948.7,223001.3,130895.3,374355.4,173165.4,238939.8,191274.8,209611,170129.9,125151.3,103725, 16:0,-0.24,38528.8,126640.9,198959.2,248186.9,182380.8,224140.7,216242.8,66009.9,144948.7,223001.3,130895.3,374355.4,173165.4,238939.8,191274.8,209611,170129.9,125151.3,103725,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:0,DG 15:0_17:0,Glycerolipid,586.5397684,H72 C35 O5 N1 ,[M+H]+,positive,,-1.25,265835,667445.3,629025.2,620385.8,647495.2,636073.2,575631.4,584822.3,617056.6,762032.5,532470.1,1281775.2,475461,611647.9,755741.3,898240.5,587787.7,524816.6,496683.8, 15:0_17:0,2959.3,3264.3,8014.9,6215,7375.7,7757.7,7039.1,0,8543.4,6715.7,0,3169.9,5938.2,8454.2,3437.4,7921.9,6154.8,3127.4,0, 15:0,-0.2,0,0,4350.9,3178.2,3937.4,4237.6,3921.4,0,3689.4,0,0,0,3085.4,4590.8,3437.4,4051.7,2998.1,0,0, 17:0,-0.14,2959.3,3264.3,3664,3036.8,3438.3,3520.1,3117.7,0,4854,6715.7,0,3169.9,2852.9,3863.3,0,3870.3,3156.7,3127.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 32:0,DG 14:0_18:0,Glycerolipid,586.5397684,H72 C35 O5 N1 ,[M+H]+,positive,,-1.25,265835,667445.3,629025.2,620385.8,647495.2,636073.2,575631.4,584822.3,617056.6,762032.5,532470.1,1281775.2,475461,611647.9,755741.3,898240.5,587787.7,524816.6,496683.8, 14:0_18:0,5351.9,10517.7,14455.6,13462.6,11755.7,10798.5,15097.6,7055.8,11983.7,12214.6,5203,19778.2,13141.2,10618.2,9072.2,12252.7,14241,8434.4,6051.5, 14:0,0.21,2848.1,3765.9,4958.9,3797.5,1467.8,1824.5,4287.1,3273.3,5567.5,4516.6,651.8,5593.9,5064.1,1709.4,1697.1,2881.2,5416.4,2773.4,1266.5, 18:0,0.09,2503.8,6751.8,9496.7,9665.1,10287.9,8974,10810.4,3782.5,6416.2,7698,4551.1,14184.3,8077.2,8908.8,7375.2,9371.5,8824.5,5661,4785,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 33:2,DG 16:1_17:1,Glycerolipid,596.5244679,H70 C36 O5 N1 ,[M+H]+,positive,,-0.64,6825.7,15903.8,28005.6,25581.5,32215.3,32789,21165.5,15589.9,25163.3,28503.4,30156,55978.1,14777.9,33356.3,43568.6,43084.6,28555.4,29239.8,23624.8, 16:1_17:1,0,12532.3,19925.5,28025,30987.4,39623.1,27710.9,2842.7,5887,8516.8,17801.9,35615.7,11925.6,21975,29071.4,21434,4158.1,9201,4426.9, 16:1,-0.5,0,3387.3,5274.4,8694.1,6475.2,7324.7,5336.6,0,2932.2,3864.6,6128.7,10932.4,3432.1,5210.4,8035.2,5225.5,0,3284.8,0, 17:1,-0.54,0,9145,14651.1,19330.9,24512.2,32298.4,22374.4,2842.7,2954.8,4652.2,11673.3,24683.3,8493.5,16764.6,21036.2,16208.5,4158.1,5916.2,4426.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
DG,DG 33:2,DG 15:0_18:2,Glycerolipid,596.5244679,H70 C36 O5 N1 ,[M+H]+,positive,,-0.64,6825.7,15903.8,28005.6,25581.5,32215.3,32789,21165.5,15589.9,25163.3,28503.4,30156,55978.1,14777.9,33356.3,43568.6,43084.6,28555.4,29239.8,23624.8, 15:0_18:2,0,5407.9,7745,5148.8,5940.4,10721.7,3901.5,0,2974,2792.8,0,7643.4,0,4155.3,8471.8,4760.8,0,0,0, 15:0,-0.63,0,2861.7,4043.7,5148.8,5940.4,7097.5,3901.5,0,0,0,0,3622,0,4155.3,5491.5,4760.8,0,0,0, 18:2,-0.65,0,2546.2,3701.3,0,0,3624.2,0,0,2974,2792.8,0,4021.4,0,0,2980.3,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
